clase,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,partition
L,0.342968225479126,0.951839029788971,6.147293447611446e-07,0.4999581575393677,0.8315194249153137,-0.118162952363491,0.6120864748954773,0.7388430237770081,-0.1685280352830886,0.7506399154663086,0.6433563828468323,-0.1983619183301925,0.8724985122680664,0.5975700616836548,-0.207203134894371,0.501431941986084,0.4963683187961578,-0.0468688569962978,0.5050469040870667,0.333328902721405,-0.1218293830752372,0.5012723207473755,0.2189690172672271,-0.1679692566394806,0.4860589504241943,0.1156470775604248,-0.1936520785093307,0.3867461085319519,0.5205656886100769,-0.0072876727208495,0.3624142408370971,0.4107298552989959,-0.0850314125418663,0.3807516992092132,0.576522707939148,-0.071490079164505,0.4021328091621399,0.6369749903678894,-0.0375743210315704,0.2766371965408325,0.5686509609222412,0.012475399300456,0.2579264640808105,0.4784118831157684,-0.0800650268793106,0.2972223162651062,0.6243827939033508,-0.0336376689374446,0.3344146609306335,0.6659196615219116,0.0274498052895069,0.1974851191043853,0.6355609893798828,0.0225274413824081,0.1646309792995453,0.557913601398468,-0.0157851725816726,0.2182881534099578,0.6541083455085754,0.0343873165547847,0.2537933886051178,0.690325140953064,0.0853305160999298,train
L,0.3502734303474426,0.8896669149398804,5.78342792323383e-07,0.5080550312995911,0.783918023109436,-0.1224989295005798,0.6310943365097046,0.6799026131629944,-0.164247915148735,0.7563474178314209,0.5789467096328735,-0.1809895932674408,0.8790451288223267,0.5290089845657349,-0.1765127927064895,0.4988760352134704,0.4722043573856354,-0.0545160807669162,0.4908016324043274,0.310441255569458,-0.1227757930755615,0.4767055809497833,0.2028718292713165,-0.1678982377052307,0.4534531235694885,0.103747010231018,-0.1934477388858795,0.3907591104507446,0.4978186190128326,-0.0103552993386983,0.3600791990756988,0.40724977850914,-0.078765332698822,0.3848617076873779,0.5581384301185608,-0.0696496590971946,0.4088818728923797,0.6141072511672974,-0.0412377379834651,0.2833878993988037,0.5390030145645142,0.0141779668629169,0.2564756274223327,0.4576989412307739,-0.0771736577153205,0.3017954230308532,0.596335232257843,-0.0470421835780143,0.3405526876449585,0.6372479200363159,0.002118679927662,0.2013913094997406,0.5921352505683899,0.0297269709408283,0.1635904014110565,0.5202584266662598,-0.0159810669720172,0.2228737771511078,0.6136298179626465,0.0201310329139232,0.2618753314018249,0.6547971963882446,0.061985719949007,train
D,0.2535676658153534,0.8264843225479126,3.8799196744321314e-08,0.4419480562210083,0.7789328098297119,0.1078029349446296,0.5477413535118103,0.7072083950042725,0.1252061128616333,0.6593912243843079,0.6714081168174744,0.1079740151762962,0.7420202493667603,0.6341897249221802,0.0879491791129112,0.4378769397735595,0.4899303317070007,0.0650021433830261,0.4859850406646728,0.3403767347335815,0.0416994169354438,0.5247929096221924,0.235348105430603,0.0126949101686477,0.5491239428520203,0.1478335261344909,-0.0119524719193577,0.4083159863948822,0.4994823038578033,-0.0148679511621594,0.6508326530456543,0.4505123198032379,-0.0394948832690715,0.7434366941452026,0.5239734649658203,-0.0459550134837627,0.7603469491004944,0.5832155346870422,-0.0424634180963039,0.4249384999275207,0.5499534606933594,-0.0855441763997078,0.6529399752616882,0.4810382127761841,-0.0967184603214263,0.7406549453735352,0.5466627478599548,-0.0571635589003562,0.7522710561752319,0.6075291633605957,-0.0245563127100467,0.4795185029506683,0.607391357421875,-0.1508475691080093,0.6526435613632202,0.5513758659362793,-0.151293396949768,0.7423250675201416,0.5803540349006653,-0.108908973634243,0.7892827987670898,0.6143964529037476,-0.0709314495325088,train
E,0.3439021706581116,0.8443012237548828,3.515511650675762e-07,0.5120437145233154,0.7640020251274109,-0.0878878161311149,0.6651411652565002,0.6006391048431396,-0.1170277073979377,0.78174889087677,0.4695133566856384,-0.1460716724395752,0.8830322623252869,0.3989773094654083,-0.1727009713649749,0.4829107820987701,0.3649162650108337,-0.0105198277160525,0.4625952243804931,0.1641124337911605,-0.0845919251441955,0.4727139174938202,0.1544986516237259,-0.1531610190868377,0.4830930531024933,0.2304278463125229,-0.1865827590227127,0.3710553348064422,0.3622830212116241,-0.0023718094453215,0.3497053384780884,0.130224198102951,-0.0766723528504371,0.3584533333778381,0.1650952845811844,-0.1453839391469955,0.3821610510349273,0.2760056257247925,-0.1769240796566009,0.2666302919387817,0.3852554857730865,-0.0103567857295274,0.2486158460378646,0.1777928918600082,-0.0830210521817207,0.2622744441032409,0.2099910676479339,-0.1345094740390777,0.2840208411216736,0.3204705119132995,-0.1498347371816635,0.1606550812721252,0.4284192025661468,-0.0267812423408031,0.1554595232009887,0.2454336881637573,-0.0796254053711891,0.1758622229099273,0.2430588901042938,-0.1046415492892265,0.1988130509853363,0.314949631690979,-0.1096593141555786,train
E,0.3597886860370636,0.8061344027519226,4.382536928915215e-07,0.5038014054298401,0.7556414604187012,-0.111090674996376,0.6434630155563354,0.5882062315940857,-0.15290068089962,0.7632223963737488,0.4661005139350891,-0.1908316910266876,0.880488395690918,0.4031401872634887,-0.2261941879987716,0.4999886751174927,0.3586089313030243,-0.0407480672001838,0.4814128577709198,0.1673847734928131,-0.1254406422376632,0.4856043756008148,0.1498141288757324,-0.2017830610275268,0.4945456385612488,0.2293691188097,-0.2395734190940857,0.3844755887985229,0.3551830649375915,-0.0237060096114873,0.3593862056732178,0.1296187192201614,-0.1084874719381332,0.3615707159042358,0.1467525511980056,-0.192011684179306,0.3861468136310577,0.2498606592416763,-0.2345536649227142,0.2804573178291321,0.3779484629631042,-0.0238815322518348,0.2635106742382049,0.1859451979398727,-0.1045565605163574,0.2737574577331543,0.202874481678009,-0.177337035536766,0.2991624474525451,0.3051283955574035,-0.207901194691658,0.1818649768829345,0.4211260974407196,-0.0332536250352859,0.1755353510379791,0.2489079535007476,-0.0924263000488281,0.1913322806358337,0.2383704781532287,-0.1339083164930343,0.2144724428653717,0.3031938076019287,-0.1526874005794525,train
I,0.4366747140884399,0.8665168285369873,-2.354963868356208e-07,0.7454196810722351,0.731300950050354,-0.0417207144200801,0.8679191470146179,0.5174059271812439,-0.0500982031226158,0.843410313129425,0.3803752958774566,-0.0606617368757724,0.6305482387542725,0.3903348445892334,-0.0580946467816829,0.7787756323814392,0.3818302452564239,0.0128605840727686,0.7575877904891968,0.2192651182413101,-0.0581307485699653,0.7530894875526428,0.3240391612052917,-0.1114000156521797,0.7622041702270508,0.4280732274055481,-0.1454511433839798,0.6135216355323792,0.397310346364975,-0.0117642991244792,0.5990326404571533,0.2265060245990753,-0.1141291037201881,0.6364182233810425,0.3653391599655151,-0.1697609424591064,0.6852092146873474,0.4859607517719269,-0.1921619921922683,0.4501895904541015,0.420136421918869,-0.0532030500471591,0.4144859313964844,0.2530157566070556,-0.1567550301551818,0.5150840282440186,0.3738496899604797,-0.218358427286148,0.6266360282897949,0.4839241206645965,-0.2421232163906097,0.2979950308799743,0.4605392217636108,-0.0980086699128151,0.1861145496368408,0.2908647060394287,-0.1671708524227142,0.1789519786834716,0.1995564401149749,-0.2218739837408065,0.2006696462631225,0.1216917634010315,-0.2622091174125671,train
E,0.436922013759613,0.8436180949211121,-1.014591859416214e-07,0.5957323908805847,0.7859461307525635,-0.1192343160510063,0.7148153781890869,0.6379966735839844,-0.1859577596187591,0.8186355233192444,0.5203397274017334,-0.2487483769655227,0.8968714475631714,0.4331067204475403,-0.3042393326759338,0.5284074544906616,0.3473683893680572,-0.0863729864358902,0.459073543548584,0.1340489685535431,-0.1984086334705352,0.4708927869796753,0.1557556539773941,-0.2739103734493255,0.4979942440986633,0.2690387666225433,-0.3049991130828857,0.3973575234413147,0.3603615462779999,-0.071943387389183,0.320231020450592,0.1169208884239196,-0.177345335483551,0.3439743816852569,0.2214145809412002,-0.2246507257223129,0.3900153338909149,0.3405735790729522,-0.2314726561307907,0.2840123772621155,0.3972890377044678,-0.076439544558525,0.2072643637657165,0.1773223131895065,-0.171159490942955,0.2357151955366134,0.2624076604843139,-0.1854773461818695,0.2869312167167663,0.3798060119152069,-0.1687608361244201,0.1876452714204788,0.4623460173606872,-0.0925087034702301,0.1258643567562103,0.3138705492019653,-0.1610149592161178,0.1571663320064544,0.3492901921272278,-0.1697249710559845,0.2031615376472473,0.4261762499809265,-0.1574382781982422,train
E,0.4401244521141052,0.8254538774490356,-3.8997265505713596e-07,0.6184103488922119,0.7384928464889526,-0.0768380388617515,0.733001708984375,0.5685254335403442,-0.1060613393783569,0.825036883354187,0.41696298122406,-0.1390039920806884,0.900601327419281,0.3181324005126953,-0.1641021966934204,0.549064576625824,0.3338635563850403,-0.0084073934704065,0.5131135582923889,0.1345267742872238,-0.0996070727705955,0.5258078575134277,0.1752167791128158,-0.1591619104146957,0.5360718369483948,0.2946324944496155,-0.1784229427576065,0.4130672514438629,0.3404217660427093,-0.0037130420096218,0.3791459202766418,0.1312878429889679,-0.0945743098855018,0.4063731431961059,0.2486302703619003,-0.1279964745044708,0.4345648288726806,0.3723156154155731,-0.122669905424118,0.2887259125709533,0.3766407966613769,-0.0179486628621816,0.2491514384746551,0.1756721138954162,-0.1032662093639373,0.2861157953739166,0.2721482217311859,-0.1049069166183471,0.3250789046287536,0.3862119019031524,-0.0768849179148674,0.175740897655487,0.4420008063316345,-0.0404626429080963,0.1332480609416961,0.2860757708549499,-0.0993669182062149,0.1834553778171539,0.3184220790863037,-0.0979362279176712,0.2382090538740158,0.3881610631942749,-0.0764137059450149,train
I,0.4376535713672638,0.8593133687973022,-2.6534376047493424e-06,0.6928784251213074,0.7473652362823486,-0.0743958875536918,0.7952991724014282,0.5579733848571777,-0.0689451396465301,0.6764311790466309,0.4105458557605743,-0.0552447848021984,0.4657789468765259,0.4003417491912842,-0.0087272552773356,0.7314541935920715,0.369376003742218,-0.0034035455901175,0.7390261292457581,0.2050637304782867,-0.0878400728106498,0.6910717487335205,0.3464703261852264,-0.1437602639198303,0.6744163632392883,0.4165934920310974,-0.1703976988792419,0.5514942407608032,0.3631182312965393,0.0102867102250456,0.539754331111908,0.2131243497133255,-0.0642992854118347,0.5258898735046387,0.3919582068920135,-0.0929810926318168,0.5495363473892212,0.4437770247459411,-0.0983073413372039,0.3715729713439941,0.3827902674674988,0.0090261884033679,0.361155092716217,0.2451731264591217,-0.0492579117417335,0.3794156908988952,0.4083914756774902,-0.0131311900913715,0.4168194234371185,0.5209721326828003,0.0274811089038848,0.2028619647026062,0.4127996265888214,-0.0013248127652332,0.1740014553070068,0.2501768767833709,-0.0178363602608442,0.1790245771408081,0.1745012104511261,0.0045612687245011,0.2096969485282898,0.1012193858623504,0.0247155111283063,valid
D,0.2467415630817413,0.8621624708175659,2.740016213920171e-07,0.4618281424045563,0.8250476121902466,0.0722999274730682,0.5952267646789551,0.7523531913757324,0.0771061554551124,0.7244309186935425,0.7171977758407593,0.0504212826490402,0.7715744972229004,0.6709465384483337,0.0212242398411035,0.4402828812599182,0.5112791657447815,0.0518806725740432,0.5068289041519165,0.3554182052612304,0.0221163816750049,0.5611379146575928,0.2549809217453003,-0.0129905613139271,0.5936914086341858,0.1695071458816528,-0.0429216027259826,0.3972579836845398,0.5189452171325684,-0.0227673351764678,0.6556062698364258,0.4420580267906189,-0.076923169195652,0.7655397057533264,0.5304425358772278,-0.1079168617725372,0.780558705329895,0.611772894859314,-0.1145173981785774,0.4090113639831543,0.5637479424476624,-0.0910763442516326,0.6402405500411987,0.4671116471290588,-0.1253553479909896,0.7540370225906372,0.547737717628479,-0.1075532063841819,0.7740296125411987,0.6244033575057983,-0.0839693024754524,0.4588117003440857,0.6226167678833008,-0.1569129675626754,0.6368439197540283,0.5382164120674133,-0.1699969470500946,0.7303406596183777,0.576695442199707,-0.1388717591762542,0.7679762244224548,0.6261512041091919,-0.1081472039222717,train
I,0.5417813658714294,0.8574007749557495,-2.132900590368081e-06,0.7493155002593994,0.7561041116714478,-0.0776553377509117,0.837894082069397,0.5486669540405273,-0.1023919731378555,0.7948809862136841,0.3934924900531769,-0.1357109397649765,0.6114814281463623,0.379206895828247,-0.1426567137241363,0.6951979994773865,0.4098702669143677,0.0156174423173069,0.7393839359283447,0.2634443640708923,-0.0985265746712684,0.7536525726318359,0.3762025833129883,-0.1524450033903122,0.7409112453460693,0.4563708901405334,-0.1616582721471786,0.5386843681335449,0.4132806658744812,-0.0018564922502264,0.5542941093444824,0.2700966894626617,-0.1515877842903137,0.6202937364578247,0.4056755304336548,-0.1984671354293823,0.6434506773948669,0.4868153631687164,-0.1826693564653396,0.3906139433383941,0.434963583946228,-0.0423657372593879,0.4138001799583435,0.2908580601215362,-0.1794187277555465,0.5212914943695068,0.4186582863330841,-0.1740324795246124,0.5673513412475586,0.513809859752655,-0.1214986965060234,0.2513135075569153,0.4637731313705444,-0.0916111767292022,0.2457221001386642,0.3166740238666534,-0.1471595019102096,0.2550064325332641,0.2229954004287719,-0.1493661403656005,0.2540854215621948,0.1190349459648132,-0.1358400881290435,train
L,0.3372170329093933,0.9573083519935608,8.475536787955207e-07,0.4902772307395935,0.8677921891212463,-0.1296957284212112,0.6158073544502258,0.7548282742500305,-0.1912971585988998,0.7500386238098145,0.6551817655563354,-0.233892947435379,0.8736647367477417,0.602011501789093,-0.2635426819324493,0.4877313673496246,0.5255504846572876,-0.0938955470919609,0.4781946241855621,0.3445466160774231,-0.1794931143522262,0.4667600691318512,0.2134196162223816,-0.2288611233234405,0.4448564946651459,0.1035821139812469,-0.2572706043720245,0.3691244125366211,0.5483192205429077,-0.063961423933506,0.3683391213417053,0.4487935900688171,-0.1581454277038574,0.3908174037933349,0.6127880811691284,-0.150919497013092,0.3956294655799866,0.6749287247657776,-0.1174580082297325,0.2556897699832916,0.5969418883323669,-0.0532853119075298,0.2606843113899231,0.5201499462127686,-0.1668844670057296,0.3073418140411377,0.6678292155265808,-0.1314093917608261,0.3142163157463074,0.697145402431488,-0.0734345838427543,0.1532322764396667,0.6601904630661011,-0.052066508680582,0.1590693295001983,0.5962676405906677,-0.1135995164513588,0.2151356637477874,0.6934896111488342,-0.0723804831504821,0.2196440547704696,0.7249966859817505,-0.0241179130971431,train
C,0.2645871341228485,0.7344576716423035,8.469464773952495e-07,0.4417347609996795,0.7451070547103882,0.1484667211771011,0.5484739542007446,0.7106739282608032,0.1879182308912277,0.6369151473045349,0.7166693210601807,0.1843091547489166,0.7384364008903503,0.707962155342102,0.1718117147684097,0.4589081406593323,0.4308405518531799,0.1711184382438659,0.5735531449317932,0.2904722094535827,0.1844765990972519,0.6806914210319519,0.262085884809494,0.1883994489908218,0.7667809128761292,0.2715755701065063,0.1879969090223312,0.4494958817958832,0.4088698029518127,0.0651934444904327,0.5830312967300415,0.232074424624443,0.064485102891922,0.7136865258216858,0.219091534614563,0.0553731881082057,0.8043360710144043,0.2655999660491943,0.0527564957737922,0.4512397646903991,0.4217219054698944,-0.0358982793986797,0.5669565200805664,0.2447354197502136,-0.0363285169005394,0.6919736862182617,0.2192112058401107,-0.0334712825715541,0.78196120262146,0.2422414571046829,-0.0298689845949411,0.4816825985908508,0.4727933406829834,-0.128058061003685,0.5738741755485535,0.318680465221405,-0.1250230073928833,0.6631373167037964,0.2774468064308166,-0.1130160242319107,0.7345693111419678,0.2745223045349121,-0.1041340678930282,train
